id,first_name,last_name,email,ip_address,color,car_vin,car_company,car_model,car_model_year,car_price,country,city,date
680,Waylin,Sofe,wsofeiv@berkeley.edu,62.163.35.64,#417bbe,YV4902DZ0B2091187,Mercedes-Benz,G-Class,2012,30421.46,Czech Republic,Lípa,2020-12-27
710,Liuka,Gronno,lgronnojp@clickbank.net,24.237.139.160,#63b385,5N1AN0NU5DN788618,Mercedes-Benz,SLK-Class,2008,17927.78,Poland,Nowa Góra,2020-01-11
729,Tierney,Bullent,tbullentk8@ibm.com,8.8.111.155,#f2bd67,1C4AJWAG0FL779908,Mercedes-Benz,M-Class,2010,76751.56,Poland,Kamieniec Wrocławski,2020-01-06
733,Gaylord,Dosedale,gdosedalekc@hugedomains.com,202.25.221.17,#2b1164,1C3CCBAG0EN919801,Mercedes-Benz,SL-Class,2009,81517.63,Czech Republic,Višňova,2020-03-04
740,Philippine,Newman,pnewmankj@github.io,32.160.93.106,#734857,2HNYD288X8H248397,Mercedes-Benz,S-Class,1989,32875.67,Czech Republic,Vyškov,2020-02-11
781,Kerry,Eaddy,keaddylo@livejournal.com,179.65.199.129,#a3be82,1FTEW1CFXFK468130,Mercedes-Benz,SL-Class,1994,4799.02,Poland,Zielona Góra,2020-12-28
785,Elton,MacLaughlin,emaclaughlinls@feedburner.com,63.57.95.167,#d981fa,WVGAV7AX9FW335673,Mercedes-Benz,C-Class,1999,87503.18,Czech Republic,Petrov,2020-04-15
796,Florence,Shepton,fsheptonm3@mapy.cz,4.65.18.55,#772c62,1GD422CG5EF564985,Mercedes-Benz,CL-Class,2006,77944.64,Czech Republic,Bludov,2020-03-10
805,Darline,Yakobowitz,dyakobowitzmc@etsy.com,187.112.158.190,#59c853,JN8AS1MU1AM533426,Mercedes-Benz,E-Class,1996,54876.31,Czech Republic,Předměřice nad Labem,2020-05-04
811,Radcliffe,Petit,rpetitmi@bloglovin.com,183.151.43.158,#f56d72,5N1BA0NE5FN170324,Mercedes-Benz,SL-Class,2003,66284.37,Poland,Sędziejowice,2020-12-11
819,Babette,Brayshaw,bbrayshawmq@tamu.edu,252.133.3.111,#4b9540,3D73Y3CL4BG766346,Mercedes-Benz,SLS AMG,2011,79588.99,Czech Republic,Líně,2020-01-03
861,Bob,Allbrook,ballbrooknw@princeton.edu,6.79.11.37,#792007,3TMJU4GN3EM074082,Mercedes-Benz,W201,1992,86538.44,Poland,Potęgowo,2020-03-19
877,Alfy,Nevill,anevilloc@mapy.cz,147.243.148.87,#b668c9,1N6AD0CUXCN912310,Mercedes-Benz,SL-Class,2012,97767.71,Poland,Komorów,2020-04-05
901,Ashlee,Dismore,adismorep0@va.gov,74.86.153.49,#c2b7fe,2G4WC582561030950,Mercedes-Benz,W123,1977,44748.84,Germany,Berlin,2020-01-18
906,Heinrik,Fewkes,hfewkesp5@zdnet.com,255.212.54.62,#a0ffbe,JTJBM7FX7A5973887,Mercedes-Benz,E-Class,1992,31371.77,Denmark,København,2020-09-07
924,Evelin,Trustram,etrustrampn@berkeley.edu,124.231.224.23,#255d32,2C3CDXHG4CH218846,Mercedes-Benz,E-Class,1985,20801.29,Poland,Kołbiel,2020-10-05
945,Abe,Mc Comb,amccombq8@chron.com,161.32.18.178,#881729,19VDE1F77FE872469,Mercedes-Benz,C-Class,2007,44998.76,Poland,Olsztynek,2020-11-08
951,Christy,Merton,cmertonqe@oaic.gov.au,93.202.134.73,#325ec1,WBA3G7C5XEK034559,Mercedes-Benz,300TE,1992,58487.99,Poland,Klenica,2020-05-15
970,Denney,Meechan,dmeechanqx@icq.com,191.96.132.126,#51aa42,1N6AF0KY8EN499949,Mercedes-Benz,SLK-Class,2002,93702.98,Denmark,Frederiksberg,2020-07-03
987,Barnie,Skentelbery,bskentelberyre@chicagotribune.com,74.49.83.211,#bb2d06,WBAFB33461L281058,Mercedes-Benz,SL-Class,2011,18686.72,Poland,Opatów,2020-05-21
992,Moreen,Darley,mdarleyrj@skyrock.com,123.209.151.121,#334a1b,WAUHFAFL5DA539459,Mercedes-Benz,E-Class,2002,38456.38,Poland,Strachówka,2020-07-18
