id,first_name,last_name,email,ip_address,color,car_vin,car_company,car_model,car_model_year,car_price,country,city,date
591,Kristina,Issard,kissardge@desdev.cn,80.111.98.192,#4342eb,3LN6L2G92DR496597,Chevrolet,Silverado 2500,2003,72526.32,Poland,Bujaków,2020-12-13
594,Thorndike,Trime,ttrimegh@360.cn,113.224.77.1,#c15345,3D73M3CL6AG095899,Chevrolet,HHR,2008,5298.14,Czech Republic,Valdice,2020-10-31
605,Trudy,Spileman,tspilemangs@intel.com,148.13.200.73,#05ec4f,3D4PH5FV3AT019091,Chevrolet,1500,1993,60357.78,Czech Republic,Toužim,2020-09-26
631,Meghan,Blethin,mblethinhi@etsy.com,254.104.196.107,#fd9a0b,SCBZK25E01C747487,Chevrolet,Express 3500,2009,81029.37,Czech Republic,Litvínovice,2020-01-09
637,Leicester,Gamlyn,lgamlynho@twitter.com,42.47.239.199,#e0cd9d,WBAVB73537P799707,Chevrolet,Aveo,2007,54181.97,Czech Republic,Tvrdonice,2020-09-06
666,Bill,MacGragh,bmacgraghih@moonfruit.com,206.9.59.250,#f23129,1FTEW1E83AF389916,Chevrolet,Corvette,1965,51423.85,Poland,Limanowa,2020-02-29
686,Merrill,Kobel,mkobelj1@ft.com,205.169.132.181,#2d2f9c,JN8AE2KP2B9252931,Chevrolet,Corvette,1966,8905.37,Germany,Lübeck,2020-03-18
692,Frances,Cham,fchamj7@i2i.jp,40.14.255.14,#51b04b,1FTEW1E80AF435217,Chevrolet,G-Series G20,1993,56306.72,Poland,Haczów,2020-11-17
697,Rodd,Tomlins,rtomlinsjc@exblog.jp,41.102.79.103,#975171,WBAWR33578P429371,Chevrolet,Lumina,1993,67013.15,Poland,Domaradz,2020-06-07
706,Ado,Caldero,acalderojl@zdnet.com,67.10.140.164,#e1eb7d,19UUA76698A878388,Chevrolet,Silverado 3500,2003,40912.28,Germany,Köln,2020-03-31
739,Zonnya,Rivelin,zrivelinki@mayoclinic.com,182.160.245.142,#79edb3,2T1BU4EE9BC690123,Chevrolet,G-Series G20,1994,39825.36,Poland,Strachówka,2020-05-23
772,Doll,Bagge,dbaggelf@studiopress.com,3.148.90.191,#09e3aa,WBAYA6C53FD599274,Chevrolet,Tracker,2000,72207.02,Poland,Maniowy,2020-02-12
779,Prentiss,Aish,paishlm@chronoengine.com,4.15.170.152,#d3845c,YV4952BZ2E1701993,Chevrolet,Cavalier,1996,72928.00,Poland,Markowa,2020-02-07
782,Kaila,Grimes,kgrimeslp@etsy.com,117.134.130.196,#da7b08,2C3CCARGXDH605370,Chevrolet,Impala,1996,3950.11,Poland,Piła,2020-05-18
801,Danell,Johansson,djohanssonm8@linkedin.com,244.165.247.121,#ea29a7,1LNHL9DK7DG525169,Chevrolet,Camaro,1999,69624.54,Czech Republic,Břeclav,2020-07-09
807,Guy,Yellowlea,gyellowleame@sun.com,94.116.159.245,#a8ca5f,WAUEH64B31N946110,Chevrolet,Corvette,1992,23899.56,Poland,Wrocław,2020-07-06
826,Melodie,Sweetland,msweetlandmx@google.com.au,42.222.63.231,#c8675e,3VW467AT2CM696599,Chevrolet,Metro,1998,87282.09,Czech Republic,Bošovice,2020-06-12
829,Osbourn,Bickerton,obickertonn0@storify.com,115.252.66.219,#b6f65c,1C4RDJEG8EC836037,Chevrolet,Avalanche 1500,2005,50872.19,Poland,Ręczno,2020-09-24
845,Josias,Tidbald,jtidbaldng@apache.org,254.243.8.126,#d88fc9,WAUDFAFL8EN511227,Chevrolet,G-Series G20,1994,69481.30,Poland,Sośnicowice,2020-02-29
860,Tull,Conlaund,tconlaundnv@bigcartel.com,250.168.201.88,#3dca1c,WAUJFAFH1CN181751,Chevrolet,2500,1999,63204.36,Poland,Krzanowice,2020-07-16
899,Emilee,Mainland,emainlandoy@opera.com,79.111.208.222,#5afe30,JN8AS5MTXBW467768,Chevrolet,Caprice,1995,12198.77,Poland,Solec Nad Wisłą,2020-03-14
915,Dominique,Edbrooke,dedbrookepe@shinystat.com,72.117.124.89,#7e6e3f,1FMNE1BW8AD691862,Chevrolet,TrailBlazer,2003,63109.55,Czech Republic,Bohumín,2020-11-16
925,Raimund,Blackburn,rblackburnpo@friendfeed.com,33.31.188.227,#776095,JN8AZ1MU0AW797642,Chevrolet,Suburban 2500,2008,10384.44,Poland,Szczawnica,2020-02-25
928,Hester,O'Lenechan,holenechanpr@etsy.com,208.29.140.44,#e10c2b,1D4PT6GX8AW814748,Chevrolet,Sportvan G30,1996,45593.86,Poland,Sonina,2020-09-12
930,Alejoa,Sanpere,asanperept@apache.org,251.168.55.148,#a2f3e3,KL4CJASB5FB830947,Chevrolet,Express 3500,1997,48368.72,Germany,Wuppertal,2020-09-29
960,Jaquelin,Jzhakov,jjzhakovqn@de.vu,16.4.77.174,#7b3bae,1G4GE5G39FF134469,Chevrolet,Colorado,2010,35879.16,Poland,Trzebinia,2020-01-18
963,Alley,Sex,asexqq@japanpost.jp,112.196.26.25,#d76660,1N4AB7AP0DN891280,Chevrolet,Corvette,2011,7848.14,Poland,Truskolasy,2020-04-09
977,Jobyna,Hadfield,jhadfieldr4@spiegel.de,187.130.89.230,#f8bdb5,KNAFX6A85F5800881,Chevrolet,Cavalier,1995,12888.87,Poland,Czerniejewo,2020-11-07
